"Name","Live Bytes","Live Objects"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$93","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$6","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$7","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$8","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$1","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$2","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$3","16 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$4","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$119","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.EzyNioServerBootstrap","104 B (0%)","1 (0%)"
"sun.reflect.UnsafeObjectFieldAccessorImpl","32 B (0%)","1 (0%)"
"java.lang.management.PlatformComponent$9","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$39","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$15","16 B (0%)","1 (0%)"
"org.QTS.app.request.HelloRequest$EzyObjectReader$EzyAutoImpl$96","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$79.349420578","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$253.1289680177","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$50","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$237.811588721","16 B (0%)","1 (0%)"
"javax.management.openmbean.OpenType[]","72 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$22","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.DefaultDateTypeAdapter$DateType$1","16 B (0%)","1 (0%)"
"java.net.SocketPermissionCollection","24 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$106","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.udp.EzyNioUdpReader","32 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$124","16 B (0%)","1 (0%)"
"sun.nio.cs.IBM437","24 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$135","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$379.1356619452","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$242.1074365142","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$140.462526099","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$363.2087907113","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.util.Status[]","40 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$77","16 B (0%)","1 (0%)"
"java.lang.reflect.WeakCache$CacheKey","32 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$109","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$243.942693623","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$166","16 B (0%)","1 (0%)"
"javax.management.NotificationBroadcasterSupport","24 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$17","16 B (0%)","1 (0%)"
"com.tvd12.properties.file.mapping.MappingLevel[]","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$340.1193984699","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$343.1102380071","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$99","16 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPTransport$1","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$88","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$30","16 B (0%)","1 (0%)"
"sun.nio.cs.StandardCharsets","32 B (0%)","1 (0%)"
"java.util.stream.StreamOpFlag[]","40 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$82","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$2","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$349.599357116","16 B (0%)","1 (0%)"
"sun.management.ClassLoadingImpl","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.delegate.EzySimpleUserDelegate","24 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$8","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$7","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$9","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$4","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$3","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$6","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectWriter$EzyAutoImpl$28","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.TypeAdapters$5","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzySetReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$369.1191098496","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$45","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$55","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$136","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$97","16 B (0%)","1 (0%)"
"java.net.Inet6AddressImpl","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$148.2101249621","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyProcessor$$Lambda$12.1773638882","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$70.802600647","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$120.124888672","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$151.379303133","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.writer.EzyMapArrayWriter","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$291.1793154214","16 B (0%)","1 (0%)"
"sun.util.locale.provider.SPILocaleProviderAdapter","16 B (0%)","1 (0%)"
"java.util.regex.Pattern$4","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.socket.EzySocketWritingLoopHandler","32 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.StringDatatypeValidator","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$187.479920916","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectWriter$EzyAutoImpl$66","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleLoggerSetting","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.NewRuleAction","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyListSupplier","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$93","16 B (0%)","1 (0%)"
"ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState[]","40 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectReader$EzyAutoImpl$151","16 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.dv.dtd.IDREFDatatypeValidator","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimplePluginSetting","64 B (0%)","1 (0%)"
"java.util.Collections$EmptyList","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$317.27232738","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.action.ParamAction","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.writer.EzyDefaultWriter","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$272.303570598","16 B (0%)","1 (0%)"
"java.lang.System$2","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$37","16 B (0%)","1 (0%)"
"sun.management.RuntimeImpl","24 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$60","16 B (0%)","1 (0%)"
"java.lang.ThreadGroup[]","32 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$5","16 B (0%)","1 (0%)"
"ch.qos.logback.core.joran.spi.ConfigurationWatchList","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$76.572593338","16 B (0%)","1 (0%)"
"java.util.WeakHashMap$KeySet","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$1","16 B (0%)","1 (0%)"
"sun.rmi.runtime.Log$InternalStreamHandler","56 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$64.487075464","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$54","16 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyPrototypeSupplier$EzyAutoImpl$9","16 B (0%)","1 (0%)"
"org.QTS.app.controller.PlayerCustomize","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$67.2131952342","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$269.1896759472","16 B (0%)","1 (0%)"
"org.QTS.app.commands.RoomCommand[]","56 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$75","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.bean.supplier.EzyStackSupplier","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$78","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$32","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$116","16 B (0%)","1 (0%)"
"org.QTS.app.controller.JoinRoom","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$54.433287555","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleZoneFilesSetting","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.socket.EzyNioSocketReadingLoopHandler","32 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$69","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ProfilerServer$SeparateCmdExecutionThread","384 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.TargetLengthBasedClassNameAbbreviator","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$52","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$63","16 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$1","24 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$3","24 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$2","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$32.125881207","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$90","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.EnsureExceptionHandling","16 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$94","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$47","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackArraySizeSerializer","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzySendResponseImpl","32 B (0%)","1 (0%)"
"java.io.ObjectOutputStream","56 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$5","24 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$4","24 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectWriter$EzyAutoImpl$120","16 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$7","24 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$101","16 B (0%)","1 (0%)"
"java.util.concurrent.TimeUnit$6","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$276.836636881","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$67","16 B (0%)","1 (0%)"
"com.sun.jmx.interceptor.DefaultMBeanServerInterceptor","40 B (0%)","1 (0%)"
"sun.management.MappedMXBeanType$EnumMXBeanType","32 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ProfilerServer","416 B (0%)","1 (0%)"
"java.util.concurrent.ExecutorService[]","48 B (0%)","1 (0%)"
"org.QTS.app.controller.InitMasterPlayer","16 B (0%)","1 (0%)"
"com.google.gson.internal.bind.DateTypeAdapter$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyClassReader","16 B (0%)","1 (0%)"
"org.QTS.app.controller.CloseRoom","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$71.1571967156","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$10","16 B (0%)","1 (0%)"
"com.sun.management.VMOption$Origin[]","48 B (0%)","1 (0%)"
"org.QTS.Qworld.QworldSever$DecoratedPluginEntryLoader$1","24 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$84","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$80.1277009227","16 B (0%)","1 (0%)"
"java.util.Collections$EmptyMap","24 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.handler.EzySimpleRequestFactory$$Lambda$238.737939339","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$36","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.pattern.ThreadConverter","32 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$64","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$32","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$25","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$113","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyStringArrayReader","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$40","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackTypeParser","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$48","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$41.992846223","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$161","16 B (0%)","1 (0%)"
"java.text.FieldPosition[]","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$33","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$120","16 B (0%)","1 (0%)"
"ch.qos.logback.core.BasicStatusManager","40 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MBeanServerDelegateImpl","40 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.statistics.EzySimpleWebSocketStatistics","24 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$28","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$18","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$24","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$161","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$20","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$79","16 B (0%)","1 (0%)"
"org.QTS.app.response.GoResponse$EzyObjectWriter$EzyAutoImpl$102","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$33","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyMapReader","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzySimpleStreamingController","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.nio.socket.EzyNioSocketReader","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$294.2098395303","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$84.690521419","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$24","16 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$16","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.context.EzySimpleServerContext","80 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyPrototypeSupplier$EzyAutoImpl$12","16 B (0%)","1 (0%)"
"ch.qos.logback.classic.encoder.PatternLayoutEncoder","56 B (0%)","1 (0%)"
"ch.qos.logback.core.util.AggregationType[]","40 B (0%)","1 (0%)"
"org.QTS.common.models.AllPlayersInfo$EzyObjectUnwrapper$EzyAutoImpl$49","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyWrapperBooleanArrayReader","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectUnwrapper$EzyAutoImpl$105","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectUnwrapper$EzyAutoImpl$146","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$143.1783568981","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$40","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.util.EzyCollectionFactory$$Lambda$128.1333810223","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$146","16 B (0%)","1 (0%)"
"java.lang.ref.Finalizer$FinalizerThread","384 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyExitAppController","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectUnwrapper$EzyAutoImpl$39","16 B (0%)","1 (0%)"
"java.lang.reflect.Proxy$KeyFactory","16 B (0%)","1 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.Monitors$ThreadDataTable","112 B (0%)","1 (0%)"
"org.QTS.app.handler.UdpBroadcastMessageHandler$EzyObjectReader$EzyAutoImpl$22","16 B (0%)","1 (0%)"
"java.util.stream.Collectors$$Lambda$105.694452085","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.response.EzyPongResponse","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.controller.EzyHandshakeController","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectUnwrapper$EzyAutoImpl$17","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectReader$EzyAutoImpl$48","16 B (0%)","1 (0%)"
"org.QTS.app.handler.udpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$18","16 B (0%)","1 (0%)"
"org.QTS.common.models.RoomInfoModel$EzyObjectReader$EzyAutoImpl$131","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$55","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$107","16 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$35","16 B (0%)","1 (0%)"
"org.QTS.app.handler.BroadcastMessageHandler$EzyObjectUnwrapper$EzyAutoImpl$70","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$162","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.writer.EzyMapObjectWriter","16 B (0%)","1 (0%)"
"sun.nio.cs.UTF_16BE","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$169.940857381","16 B (0%)","1 (0%)"
"java.util.Spliterators$EmptySpliterator$OfLong","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$326.1808395758","16 B (0%)","1 (0%)"
"java.util.logging.Handler[]","16 B (0%)","1 (0%)"
"EzyUserAppExit$UserAppExit$Handler$AutoImpl$42","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleDeserializer$$Lambda$62.597190999","16 B (0%)","1 (0%)"
"EzyUserAppExit$UserAppExit$Handler$AutoImpl$44","24 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleInputTransformer$$Lambda$258.1770554990","16 B (0%)","1 (0%)"
"org.slf4j.helpers.NOPLoggerFactory","16 B (0%)","1 (0%)"
"sun.management.HotSpotDiagnostic","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.reader.EzyPrimitiveByteArrayReader","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.MXBeanLookup","24 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$104","16 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.constant.EzyDisconnectReason[]","56 B (0%)","1 (0%)"
"sun.security.provider.PolicyFile$PolicyInfo","32 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackMapSizeSerializer","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$346.1528739068","16 B (0%)","1 (0%)"
"java.util.stream.StreamShape[]","32 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.setting.EzySimpleSocketSetting","40 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$179.2038522556","16 B (0%)","1 (0%)"
"org.QTS.common.models.AllRoomsInfo$EzyObjectReader$EzyAutoImpl$15","16 B (0%)","1 (0%)"
"org.QTS.common.models.NetworkCharacterModel$EzyObjectReader$EzyAutoImpl$147","16 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.JmxMBeanServer","40 B (0%)","1 (0%)"
"com.tvd12.ezyfoxserver.command.impl.EzyZoneBroadcastEventImpl","24 B (0%)","1 (0%)"
"EzyUserAppExit$UserAppExit$Handler$AutoImpl$54","24 B (0%)","1 (0%)"
"org.QTS.common.models.CharacterAppearanceModel$EzyObjectReader$EzyAutoImpl$20","16 B (0%)","1 (0%)"
"EzyUserAppExit$UserAppExit$Handler$AutoImpl$59","24 B (0%)","1 (0%)"
"java.lang.invoke.LambdaForm$Name[][]","40 B (0%)","1 (0%)"
"org.QTS.app.handler.tcpPlayerSpawnHandler$EzyObjectUnwrapper$EzyAutoImpl$119","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$9","16 B (0%)","1 (0%)"
"sun.rmi.runtime.RuntimeUtil$1","24 B (0%)","1 (0%)"
"com.google.gson.internal.sql.SqlTypesSupport$2","16 B (0%)","1 (0%)"
"com.google.gson.internal.sql.SqlTypesSupport$1","16 B (0%)","1 (0%)"
"org.QTS.common.models.ChanelInfoModel$EzyObjectReader$EzyAutoImpl$122","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$334.825570606","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleValueConverter$$Lambda$152.530486389","16 B (0%)","1 (0%)"
"org.QTS.common.models.TransformModel$EzyObjectWriter$EzyAutoImpl$1","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.binding.impl.EzyAbstractElementsFetcher$$Lambda$99.623247230","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleCollectionConverter$$Lambda$394.237285926","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.io.EzySimpleOutputTransformer$$Lambda$330.2025544528","16 B (0%)","1 (0%)"
"com.tvd12.ezyfox.codec.MsgPackSimpleSerializer$$Lambda$48.1572098393","16 B (0%)","1 (0%)"
"sun.misc.Launcher$AppClassLoader","96 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.Repository","32 B (0%)","1 (0%)"
